strategy_id,strategy_name,symbol,signals,filled,win_rate,avg_return_pct,med_return_pct,exp_return_pct_per_signal,exp_pnl_per_signal,total_pnl
S173,MomReversal long call,REG,100,30,0.8,2.0371523886679404,1.2872213980785685,2.0371523886679404,59.51926701863612,1785.5780105590834
S174,RubberBand long call EOD,REG,95,63,0.8888888888888888,1.2247718686225733,0.6470487471581675,0.8972166014328152,40.995688476620835,3525.6292089893923
S165,GapDown long call 3 DTE,REG,128,74,0.44594594594594594,0.523511794241264,-0.1856816967471109,0.5031152308292667,18.03571985453624,1388.7504287992901
S166,GapDown strong call,REG,53,45,0.4666666666666667,0.7361667194652609,-0.28505510019897357,0.6625500475187348,22.243044567258302,1112.1522283629151
S163,A1 GapDown ATM call EOD,REG,128,100,0.43,0.33111193985294207,-0.2644347461948896,0.2736462312834232,11.544469862179314,1396.8808533236968
S173,MomReversal long call,REGN,419,90,0.8555555555555555,3.478056689645977,1.9163849170985037,3.478056689645977,692.3953468339705,62315.58121505734
S174,RubberBand long call EOD,REGN,354,146,0.773972602739726,1.2244873209776603,0.7537686174781751,0.893875744313692,255.26231701490283,51052.46340298057
S165,GapDown long call 3 DTE,REGN,504,150,0.5266666666666666,0.7351748506823601,0.14938364462126183,0.725501497383908,177.89009395129594,27039.294280596983
S166,GapDown strong call,REGN,249,98,0.5102040816326531,0.3680860511519578,0.04651521118825956,0.3371255421765595,80.50854684916683,8614.41451286085
S163,A1 GapDown ATM call EOD,REGN,504,202,0.49504950495049505,0.35722994542195496,-0.022584345569231112,0.3006685373968121,95.96813906827494,23032.353376385985
S173,MomReversal long call,REXR,56,28,0.5714285714285714,0.9929498514860263,0.7821618143717433,0.9929498514860263,26.11958182198665,731.3482910156263
S174,RubberBand long call EOD,REXR,55,47,0.7021276595744681,0.6133893245863165,0.30845487501607116,0.6006103803241015,32.1504164366009,1543.219988956843
S165,GapDown long call 3 DTE,REXR,58,50,0.44,0.5031646917232946,-0.2742483163210185,0.5031646917232946,13.969278034716446,698.4639017358226
S166,GapDown strong call,REXR,26,24,0.4583333333333333,0.4262981451153797,-0.13011854177861765,0.4262981451153797,19.06377633552664,457.5306320526395
S163,A1 GapDown ATM call EOD,REXR,58,51,0.43137254901960786,0.24216544149320213,-0.11247137255539928,0.24216544149320213,9.16362864755239,467.3450610251717
S173,MomReversal long call,RF,225,0,0.0,0.0,0.0,0.0,0.0,0.0
S174,RubberBand long call EOD,RF,211,36,0.6111111111111112,0.41490727549479645,0.26698003556563416,0.2297947987355796,7.3658453900873475,478.77995035567744
S165,GapDown long call 3 DTE,RF,270,9,0.5555555555555556,0.28605622706593237,0.04572484551739222,0.25745060435933914,6.862282249755052,68.6228224975505
S166,GapDown strong call,RF,130,19,0.3157894736842105,-0.0009011790035126694,-0.3710398110254363,-0.0009011790035126694,0.2434376235819684,4.625314848057433
S163,A1 GapDown ATM call EOD,RF,270,40,0.425,0.15881718053835397,-0.08861020910587634,0.12216706195257998,4.06687248761419,211.4773693559378
S173,MomReversal long call,RGA,103,76,0.8157894736842105,1.8991936630432584,1.1270923283388883,1.8991936630432584,116.7507465523167,8873.056737976069
S174,RubberBand long call EOD,RGA,104,100,0.84,0.88443044261679,0.4227595124363741,0.8504138871315289,89.23816484397605,9280.76914377351
S165,GapDown long call 3 DTE,RGA,122,122,0.4098360655737705,0.403773533451857,-0.44742614191147495,0.403773533451857,15.050136780208824,1836.116687185476
S166,GapDown strong call,RGA,64,64,0.390625,0.09081998366637363,-0.3961843796532708,0.09081998366637363,-3.5883921080294954,-229.65709491388773
S163,A1 GapDown ATM call EOD,RGA,122,121,0.4297520661157025,0.16159794452258822,-0.26168726836572986,0.1602733712068293,5.232795543486589,638.4010563053639
S173,MomReversal long call,RGEN,823,87,0.8735632183908046,4.150367493980162,3.282754411368535,4.150367493980162,333.50615567612925,29015.035543823247
S174,RubberBand long call EOD,RGEN,703,114,0.8508771929824561,1.3114530532410464,0.9184489320776053,1.1772098273187346,193.52435611158717,24577.593226171575
S165,GapDown long call 3 DTE,RGEN,1207,114,0.5175438596491229,1.1228636887353536,0.19559577318176752,1.113099656659394,125.44049692721595,14425.657146629834
S166,GapDown strong call,RGEN,789,73,0.6164383561643836,0.8000668003893345,0.3758460562829743,0.7585048886807977,134.83515352543174,10382.306821458242
S163,A1 GapDown ATM call EOD,RGEN,1207,145,0.5448275862068965,0.4843859406627928,0.13531112902505735,0.45607767140327893,76.08787517991476,11717.532777706874
S173,MomReversal long call,RGLD,616,144,0.7569444444444444,2.391818509538244,1.4143046011408769,2.391818509538244,138.79037065505986,19985.81337432862
S174,RubberBand long call EOD,RGLD,640,187,0.7754010695187166,0.7560016952233414,0.47488056495032416,0.6796746009940617,83.37105684885874,17341.179824562616
S165,GapDown long call 3 DTE,RGLD,1068,203,0.41379310344827586,0.44235380050308115,-0.1929208821351722,0.43803815366890475,38.566764758513436,7906.186775495252
S166,GapDown strong call,RGLD,692,81,0.48148148148148145,0.3907738851126159,-0.0730287092520873,0.3907738851126159,50.70827360689434,4107.370162158441
S163,A1 GapDown ATM call EOD,RGLD,1068,220,0.44545454545454544,0.23549865715421212,-0.07978492018829794,0.2223592470983977,27.74755076714221,6465.179328744136
S173,MomReversal long call,RH,153,143,0.8601398601398601,3.792781103108335,2.3689629864839024,3.792781103108335,428.8045287915211,61319.04761718751
S174,RubberBand long call EOD,RH,158,158,0.8037974683544303,1.087039703634494,0.6312203590705883,1.087039703634494,313.2619042836274,49495.380876813135
S165,GapDown long call 3 DTE,RH,179,179,0.44692737430167595,0.7910468194859923,-0.3084202502925636,0.7910468194859923,138.62451042673686,24813.787366385903
S166,GapDown strong call,RH,85,85,0.38823529411764707,0.26330273741941695,-0.2830231910727428,0.26330273741941695,85.01672266927834,7226.421426888661
S163,A1 GapDown ATM call EOD,RH,179,179,0.45251396648044695,0.40658861394763174,-0.16407065953655342,0.40658861394763174,105.21337857495156,18833.194764916323
