strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S354,GapDown_5DTE,5d,watch,fat left tail (p10 < -45%),46,27,14,13,47.03,93.62,-70.8,-64.16,155.91,665.0,3,6,30,13,4,29.6
S364,RubberBand_7DTE,7d,watch,promising but needs larger sample,50,22,18,4,67.74,63.64,-44.04,42.1,188.89,547.0,4,6,46,18,4,54.5
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),75,46,27,19,188.25,62.47,-64.47,-50.91,965.79,2746.0,4,6,71,42,7,28.3
S357,GapDown_21DTE,21d,watch,building sample (8-19 exits),36,13,13,0,61.73,59.68,47.06,47.06,73.68,472.0,5,6,24,11,2,53.8
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),56,28,18,10,61.61,57.34,-61.37,-28.26,212.0,609.0,4,6,48,22,5,46.4
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),71,28,24,4,123.44,56.55,-56.05,13.04,116.86,1274.0,3,6,67,28,4,42.9
S365,RubberBand_14DTE,14d,watch,insufficient sample (<8 exits),28,1,1,0,54.84,54.84,54.84,54.84,54.84,34.0,1,6,24,1,1,100.0
S403,Any_MA50_Touch,3d,watch,building sample (8-19 exits),28,12,7,5,92.25,53.79,-76.32,-58.52,319.6,216.0,2,6,20,12,3,41.7
S363,RubberBand_5DTE,5d,watch,building sample (8-19 exits),36,11,11,0,47.15,52.94,7.14,9.52,103.23,167.0,2,3,36,11,3,54.5
S217,RSI_25_Bounce,3d ATM RSI<25 bounce,watch,fat left tail (p10 < -45%),64,26,14,12,100.38,52.45,-59.41,-53.95,221.81,650.0,4,10,46,25,3,61.5
S397,GapDown_ITM1,3d,watch,building sample (8-19 exits),55,11,9,2,46.21,51.39,-91.67,39.48,116.39,345.0,2,6,39,2,2,63.6
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),88,42,29,13,81.2,50.0,-73.54,-48.04,228.81,927.0,5,10,64,40,6,35.7
S398,GapDown_ATM,3d,watch,fat left tail (p10 < -45%),66,31,20,11,54.32,50.0,-54.29,-21.41,157.78,860.0,4,6,50,17,4,38.7
S352,GapDown_2DTE,2d,watch,building sample (8-19 exits),66,18,11,7,50.48,50.0,-59.02,-51.39,154.26,238.0,4,6,50,11,5,33.3
S356,GapDown_14DTE,14d,watch,insufficient sample (<8 exits),36,4,4,0,48.27,48.27,37.93,37.93,58.62,112.0,2,6,24,2,1,100.0
S408,RubberBand_ITM1,3d,watch,fat left tail (p10 < -45%),66,31,18,13,232.07,45.16,-55.56,-24.55,954.55,1320.0,4,3,66,31,6,32.3
S355,GapDown_7DTE,7d,watch,fat left tail (p10 < -45%),49,27,14,13,44.67,43.48,-64.71,-56.75,190.0,546.0,3,6,33,17,4,40.7
S404,GapDown_OTM2,3d,watch,building sample (8-19 exits),56,16,10,6,10.8,41.84,-94.93,-91.67,115.38,167.0,2,6,40,6,2,50.0
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),79,42,25,17,54.47,22.37,-96.23,-35.07,261.77,797.0,5,6,63,40,7,28.6
S412,RubberBand_OTM3,3d,watch,fat left tail (p10 < -45%),63,22,11,11,23.33,15.91,-47.62,-11.86,91.86,123.0,4,6,59,22,6,27.3
S210,MA_Cross_8_21,3d ATM MA cross 8/21,watch,fat left tail (p10 < -45%),83,34,22,12,7.37,13.89,-50.51,-8.51,52.5,40.0,2,10,68,34,4,44.1
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),61,20,13,7,2.22,11.78,-51.88,-47.97,46.25,-4.0,3,3,61,20,4,45.0
S361,RubberBand_2DTE,2d,watch,fat left tail (p10 < -45%),67,26,14,12,28.9,9.82,-76.94,-54.85,145.77,30.0,4,6,63,26,5,42.3
S163,A1 GapDown ATM call EOD,7d ATM,watch,insufficient sample (<8 exits),83,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0.0
S166,GapDown strong call,3d ATM strong,watch,insufficient sample (<8 exits),36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,insufficient sample (<8 exits),88,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0.0
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,insufficient sample (<8 exits),68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0.0
S169,BB Squeeze Breakout call 3 DTE,3d ATM BB squeeze,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S170,Golden Pocket call 3 DTE,3d ATM golden pocket,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S171,VWAP Reclaim call 3 DTE,3d ATM VWAP reclaim,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
