strategy_id,quality,n,win_pct,med_pct,avg_pct,pnl_usd,verdict
S401,CLEAN,53,50.9,23.7,36.8,441.0,KEEP
S174,CLEAN,54,68.5,30.1,5.5,324.81,KEEP
S356,CLEAN,15,60.0,42.0,13.2,54.0,KEEP
S411,CLEAN,26,57.7,43.0,15.8,220.0,KEEP
S359,CLEAN,21,57.1,46.7,117.1,124.0,KEEP
S398,CLEAN,33,54.5,49.0,57.8,594.0,KEEP
S403,CLEAN,44,61.4,50.4,22.1,591.0,KEEP
S210,CLEAN,37,56.8,50.9,20.4,254.0,KEEP
S365,CLEAN,18,61.1,51.0,15.9,79.0,KEEP
S173,CLEAN,105,61.9,51.6,43.1,2561.64,KEEP
S352,CLEAN,27,59.3,52.4,111.2,311.0,KEEP
S164,CLEAN,22,54.5,52.7,95.0,496.0,KEEP
S364,CLEAN,32,59.4,52.9,22.2,151.0,KEEP
S357,CLEAN,12,75.0,55.0,34.6,220.0,KEEP
S404,CLEAN,44,70.5,57.9,42.4,1260.0,KEEP
S406,CLEAN,49,65.3,63.2,120.6,914.0,KEEP
S163,CLEAN,20,70.0,66.0,44.4,389.0,KEEP
S412,CLEAN,36,61.1,66.1,59.7,307.0,KEEP
S397,CLEAN,26,84.6,74.1,73.5,1228.0,KEEP
S361,CLEAN,25,72.0,80.0,213.3,548.0,KEEP
S350,CLEAN,22,59.1,85.3,79.1,388.0,KEEP
S168,CLEAN,20,65.0,86.0,81.2,508.0,KEEP
S362,CLEAN,25,80.0,102.9,250.7,981.0,KEEP
S167,CLEAN,14,71.4,134.1,160.8,503.0,KEEP
S353,CLEAN,18,66.7,147.6,186.3,359.0,KEEP
S212,CLEAN,18,5.6,-64.7,-63.5,-584.0,KILL
S360,CLEAN,17,11.8,-60.8,-49.2,-371.0,KILL
S202,CLEAN,10,0.0,-60.5,-58.8,-191.0,KILL
S405,CLEAN,24,33.3,-57.4,-4.1,-38.0,KILL
S407,CLEAN,10,40.0,-57.0,-5.4,-50.0,KILL
S203,CLEAN,12,0.0,-56.9,-57.9,-261.0,KILL
S207,CLEAN,13,15.4,-54.3,-40.5,-341.0,KILL
S211,CLEAN,24,25.0,-51.0,27.1,-172.0,KILL
S363,CLEAN,19,42.1,-50.9,-7.9,-180.0,KILL
S354,CLEAN,30,46.7,-50.4,10.3,138.0,KILL
S216,CLEAN,25,32.0,-50.0,-19.2,-131.0,KILL
S217,CLEAN,41,36.6,-50.0,29.7,170.0,KILL
S366,CLEAN,17,47.1,-49.1,6.1,5.0,KILL
S351,CLEAN,29,37.9,-48.6,52.5,316.0,KILL
ORPHAN,CLEAN,156,23.7,-46.4,15.9,3948.63,KILL
S399,CLEAN,33,42.4,-41.7,91.2,111.0,KILL
S408,CLEAN,27,37.0,-40.0,18.8,69.0,KILL
S355,CLEAN,42,47.6,-39.2,27.9,386.0,KILL
S218,CLEAN,49,49.0,-26.7,28.1,534.0,KILL
S209,CLEAN,3,0.0,-70.9,-77.4,-94.0,WATCH
S367,CLEAN,3,0.0,-48.9,-41.8,-77.0,WATCH
S400,CLEAN,4,25.0,-36.1,-17.5,15.0,WATCH
S165,CLEAN,70,44.3,-7.7,46.7,1001.22,WATCH
S358,CLEAN,4,50.0,0.8,1.3,-21.0,WATCH
UNKNOWN,CLEAN,4,100.0,55.7,61.5,747.86,WATCH
S410,CLEAN,9,66.7,65.3,30.3,181.0,WATCH
S166,CLEAN,6,100.0,75.2,113.5,321.0,WATCH
S409,CLEAN,2,100.0,81.9,81.9,118.0,WATCH
S396,CLEAN,6,100.0,90.3,92.1,364.0,WATCH
