strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,building sample (8-19 exits),99,14,10,4,93.52,109.46,-72.32,-37.05,253.46,462.0,3,57,4,0,5,42.9
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),28,6,5,1,63.82,89.03,-3.8,77.19,106.25,241.0,3,41,2,0,1,100.0
S166,GapDown strong call,3d ATM strong,watch,building sample (8-19 exits),49,8,8,0,113.61,75.23,63.34,67.08,194.5,436.0,2,57,0,0,3,62.5
S163,A1 GapDown ATM call EOD,7d ATM,watch,building sample (8-19 exits),113,15,13,2,76.5,74.6,-7.32,66.03,171.25,514.0,4,57,4,0,4,33.3
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),166,80,56,24,197.01,70.52,-59.1,-13.69,965.79,3400.0,15,47,12,2,15,18.8
S410,RubberBand_OTM1,3d,watch,building sample (8-19 exits),28,9,6,3,31.77,65.28,-70.41,-48.44,101.53,181.0,5,41,2,0,2,88.9
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),139,36,26,10,37.8,59.72,-69.12,-54.46,115.88,900.0,11,47,10,3,13,22.2
S357,GapDown_21DTE,21d,watch,fat left tail (p10 < -45%),51,25,20,5,39.32,57.14,-74.18,47.06,78.22,532.0,10,47,0,0,5,32.0
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),121,47,34,13,142.64,55.56,-59.14,-30.43,662.86,1382.0,9,47,6,2,7,27.7
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),122,54,37,17,55.39,50.93,-54.96,-47.87,185.67,1050.0,12,47,10,0,16,22.2
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),151,58,37,21,25.06,50.39,-91.67,-41.73,108.05,992.0,12,47,11,6,16,17.2
S365,RubberBand_14DTE,14d,watch,fat left tail (p10 < -45%),54,24,13,11,16.73,43.23,-63.55,-51.0,71.86,78.0,8,47,4,1,6,37.5
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),185,84,47,37,46.88,41.03,-70.0,-48.5,152.42,1231.0,18,51,14,4,16,32.1
S356,GapDown_14DTE,14d,watch,fat left tail (p10 < -45%),61,27,14,13,11.32,36.0,-51.16,-35.65,66.6,123.0,8,47,2,0,5,37.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,building sample (8-19 exits),118,8,4,4,127.45,25.32,-71.88,-59.49,516.85,206.0,3,57,8,0,4,25.0
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),230,106,56,50,56.94,12.7,-74.0,-48.62,250.18,1324.0,17,47,14,5,17,30.2
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),97,43,22,21,54.57,11.76,-65.89,-52.76,246.29,658.0,10,47,4,0,9,30.2
S364,RubberBand_7DTE,7d,watch,fat left tail (p10 < -45%),108,55,28,27,18.19,8.33,-85.29,-57.62,149.58,65.0,14,47,2,1,7,38.2
S361,RubberBand_2DTE,2d,watch,fat left tail (p10 < -45%),133,49,25,24,93.38,1.85,-67.04,-50.0,194.67,160.0,11,47,8,2,11,22.4
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),130,44,22,22,-9.96,1.35,-57.29,-51.8,55.43,-291.0,11,44,9,1,13,20.5
S358,GapDown_30DTE,30d,watch,insufficient sample (<8 exits),14,4,2,2,1.35,0.84,-51.39,-51.39,54.49,-21.0,3,43,0,0,2,50.0
S169,BB Squeeze Breakout call 3 DTE,3d ATM BB squeeze,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S170,Golden Pocket call 3 DTE,3d ATM golden pocket,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
