strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S355,GapDown_7DTE,7d,watch,building sample (8-19 exits),20,10,10,0,163.78,135.99,90.51,92.48,296.43,731.0,1,4,20,10,2,80.0
S354,GapDown_5DTE,5d,watch,building sample (8-19 exits),32,16,14,2,120.68,130.56,21.43,102.31,197.92,998.0,2,4,32,16,3,43.8
S407,RubberBand_ITM2,3d,watch,building sample (8-19 exits),34,13,9,4,145.39,125.0,-95.92,-66.67,441.54,229.0,3,4,34,13,4,53.8
S352,GapDown_2DTE,2d,watch,building sample (8-19 exits),28,9,9,0,118.56,93.75,45.87,52.38,223.89,314.0,2,4,28,9,2,55.6
S399,GapDown_OTM1,3d,watch,building sample (8-19 exits),50,17,13,4,68.62,92.0,-67.2,52.63,144.0,397.0,2,4,50,17,4,52.9
S361,RubberBand_2DTE,2d,watch,building sample (8-19 exits),35,9,8,1,93.97,82.76,22.53,55.88,194.67,200.0,2,4,35,9,2,77.8
S217,RSI_25_Bounce,3d ATM RSI<25 bounce,watch,building sample (8-19 exits),46,15,13,2,203.17,77.78,-12.58,59.91,626.21,779.0,3,8,36,15,3,53.3
S412,RubberBand_OTM3,3d,watch,building sample (8-19 exits),35,10,10,0,71.37,76.69,37.15,46.75,95.1,246.0,2,4,35,10,2,60.0
S406,RubberBand_ITM3,3d,watch,building sample (8-19 exits),34,17,14,3,80.71,73.08,-23.83,63.64,169.48,347.0,3,4,34,17,4,70.6
S398,GapDown_ATM,3d,watch,building sample (8-19 exits),39,16,14,2,104.39,71.6,-0.51,49.74,243.73,864.0,2,4,39,16,2,50.0
S364,RubberBand_7DTE,7d,watch,building sample (8-19 exits),32,16,16,0,101.46,68.12,56.79,62.73,211.11,626.0,3,4,32,16,2,75.0
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,building sample (8-19 exits),44,16,13,3,188.47,67.97,-16.66,43.05,570.31,684.0,3,8,28,14,4,56.2
S403,Any_MA50_Touch,3d,watch,insufficient sample (<8 exits),20,5,5,0,161.79,65.38,53.03,57.58,318.4,257.0,1,4,20,5,2,60.0
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),32,22,14,8,69.24,64.9,-62.55,-21.2,253.14,516.0,3,4,32,22,4,54.5
S397,GapDown_ITM1,3d,watch,building sample (8-19 exits),30,9,9,0,76.85,61.9,40.0,43.66,123.43,433.0,1,4,30,9,2,77.8
S404,GapDown_OTM2,3d,watch,building sample (8-19 exits),30,10,10,0,73.6,55.86,37.9,45.37,126.29,460.0,1,4,30,10,2,80.0
S405,GapDown_OTM3,3d,watch,building sample (8-19 exits),41,17,14,3,72.34,55.71,-47.65,42.86,182.48,629.0,2,4,41,17,3,47.1
S401,Any_Gap_Down_Small,3d,watch,building sample (8-19 exits),40,19,17,2,74.64,54.0,0.89,22.37,182.62,529.0,3,4,40,19,5,52.6
