strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S217,RSI_25_Bounce,3d ATM RSI<25 bounce,watch,insufficient sample (<8 exits),18,3,2,1,612.62,885.71,133.14,415.36,982.85,243.0,2,7,8,3,2,66.7
S359,RubberBand_0DTE,0d,watch,insufficient sample (<8 exits),4,2,2,0,185.72,185.72,151.43,164.29,220.0,52.0,1,0,4,2,1,100.0
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,insufficient sample (<8 exits),20,6,4,2,316.81,178.57,-50.0,5.36,821.88,310.0,2,7,4,4,2,66.7
S355,GapDown_7DTE,7d,watch,building sample (8-19 exits),8,8,8,0,176.67,163.07,89.58,94.46,303.57,630.0,1,3,8,8,1,100.0
S354,GapDown_5DTE,5d,watch,insufficient sample (<8 exits),8,7,7,0,165.96,143.18,97.45,119.32,248.69,527.0,1,3,8,7,1,100.0
S398,GapDown_ATM,3d,watch,building sample (8-19 exits),10,8,8,0,153.24,118.17,48.98,61.8,319.76,552.0,1,3,10,8,1,100.0
S405,GapDown_OTM3,3d,watch,building sample (8-19 exits),10,8,8,0,123.61,95.93,51.22,56.12,246.43,448.0,1,3,10,8,1,100.0
S399,GapDown_OTM1,3d,watch,insufficient sample (<8 exits),10,5,5,0,111.02,92.0,65.18,84.0,167.89,168.0,1,3,10,5,3,60.0
S404,GapDown_OTM2,3d,watch,building sample (8-19 exits),8,8,8,0,78.04,66.58,36.49,43.45,130.48,388.0,1,3,8,8,1,100.0
S406,RubberBand_ITM3,3d,watch,insufficient sample (<8 exits),6,4,3,1,32.3,56.31,-26.0,19.0,71.37,69.0,2,3,6,4,2,50.0
S401,Any_Gap_Down_Small,3d,watch,insufficient sample (<8 exits),10,5,4,1,34.12,54.0,-20.06,8.33,75.0,88.0,2,3,10,5,4,40.0
S352,GapDown_2DTE,2d,watch,insufficient sample (<8 exits),8,5,5,0,84.67,52.38,42.38,47.62,152.66,144.0,2,3,8,5,1,100.0
S397,GapDown_ITM1,3d,watch,insufficient sample (<8 exits),8,7,7,0,79.54,51.39,39.65,42.0,130.48,348.0,1,3,8,7,1,100.0
S356,GapDown_14DTE,14d,watch,insufficient sample (<8 exits),6,2,2,0,48.27,48.27,40.0,43.1,56.55,56.0,2,3,6,2,1,100.0
S357,GapDown_21DTE,21d,watch,insufficient sample (<8 exits),6,2,2,0,47.06,47.06,47.06,47.06,47.06,64.0,2,3,6,2,1,100.0
S353,GapDown_3DTE,3d,watch,insufficient sample (<8 exits),8,4,2,2,15.05,4.62,-71.82,-70.46,110.26,30.0,2,3,8,4,1,100.0
S163,A1 GapDown ATM call EOD,7d ATM,watch,insufficient sample (<8 exits),83,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0.0
S166,GapDown strong call,3d ATM strong,watch,insufficient sample (<8 exits),36,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,insufficient sample (<8 exits),88,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,0,0,0.0
