strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S354,GapDown_5DTE,5d,watch,fat left tail (p10 < -45%),36,20,14,6,83.24,116.67,-64.66,-51.16,179.58,861.0,3,5,20,6,3,40.0
S355,GapDown_7DTE,7d,watch,building sample (8-19 exits),26,13,10,3,111.11,95.45,-65.34,85.11,273.04,644.0,2,5,10,3,2,61.5
S352,GapDown_2DTE,2d,watch,building sample (8-19 exits),38,10,9,1,100.22,91.88,28.52,48.81,209.16,290.0,3,5,22,3,2,50.0
S407,RubberBand_ITM2,3d,watch,building sample (8-19 exits),43,16,10,6,124.76,84.95,-95.92,-62.82,434.62,268.0,4,5,39,12,4,43.8
S361,RubberBand_2DTE,2d,watch,building sample (8-19 exits),42,13,11,2,75.01,82.76,-49.78,44.83,166.31,237.0,2,5,38,13,3,69.2
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),40,25,17,8,71.14,76.47,-61.96,0.0,232.57,613.0,3,5,32,19,4,48.0
S399,GapDown_OTM1,3d,watch,fat left tail (p10 < -45%),62,22,14,8,47.19,74.76,-67.87,-61.67,139.4,358.0,3,5,50,10,5,45.5
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),46,22,16,6,161.95,72.81,-55.4,11.0,178.95,1093.0,4,5,42,18,4,59.1
S217,RSI_25_Bounce,3d ATM RSI<25 bounce,watch,building sample (8-19 exits),50,19,13,6,148.59,69.57,-56.21,-48.34,366.71,705.0,4,9,32,18,3,47.4
S412,RubberBand_OTM3,3d,watch,building sample (8-19 exits),41,11,10,1,63.8,68.18,34.04,40.34,92.59,239.0,2,5,37,11,3,54.5
S364,RubberBand_7DTE,7d,watch,building sample (8-19 exits),35,16,16,0,101.46,68.12,56.79,62.73,211.11,626.0,3,5,31,12,2,75.0
S398,GapDown_ATM,3d,watch,building sample (8-19 exits),45,17,14,3,96.81,66.07,-34.63,48.98,230.1,854.0,2,5,29,3,3,47.1
S397,GapDown_ITM1,3d,watch,building sample (8-19 exits),40,9,9,0,76.85,61.9,40.0,43.66,123.43,433.0,1,5,24,0,2,77.8
S362,RubberBand_3DTE,3d,watch,promising mid-sample — need more exits,49,21,21,0,165.59,60.47,13.04,23.68,122.86,1263.0,3,5,45,21,3,38.1
