bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
0,c000_s173_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,18,33.3,13.69,-79.92,472.26,-100.0,5563.05,"ADBE,ANET,AVGO,BA,CCL,GOOGL,INTC,MRNA,PEP,PLTR",ORPHAN,stop_loss (-85.3%); take_profit (+68.3%); take_profit (+66.8%)…,closed
1,c001_s173_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
2,c002_s173_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
3,c003_s173_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,T,S173,,entered_no_exit
4,c004_s174_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S174,,entered_no_exit
5,c005_s174_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
6,c006_s174_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
7,c007_s174_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,INTC,S174,,entered_no_exit
8,c008_s165_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S165,,entered_no_exit
9,c009_s165_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
10,c010_s165_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S165,,entered_no_exit
11,c011_s165_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
12,c012_s166_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
13,c013_s166_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
14,c014_s166_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
15,c015_s166_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
16,c016_s163_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
17,c017_s163_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
18,c018_s163_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
19,c019_s163_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
20,c020_s173_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,T,S173,,entered_no_exit
21,c021_s173_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
22,c022_s173_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,T,S173,,entered_no_exit
23,c023_s173_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,T,S173,,entered_no_exit
24,c024_s174_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S174,,entered_no_exit
25,c025_s174_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,2,2,0.0,-50.0,-50.0,-49.32,-50.68,-73.0,"INTC,PLTR",S174,stop_loss (-50.7%); stop_loss (-50.7%),closed
26,c026_s174_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S174,,entered_no_exit
27,c027_s174_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,INTC,S174,,entered_no_exit
28,c028_s165_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S165,,entered_no_exit
29,c029_s165_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
30,c030_s165_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,3,0,,,,,,0,INTC,S165,,entered_no_exit
31,c031_s165_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
32,c032_s166_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
33,c033_s166_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
34,c034_s166_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
35,c035_s166_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
36,c036_s163_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
37,c037_s163_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
38,c038_s163_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
39,c039_s163_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
40,c040_s173_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,T,S173,,entered_no_exit
41,c041_s173_w2_1005_1045_r3,ask-0.01,bid-0.01,50.0,-50.0,2,1,100.0,37.5,37.5,37.5,37.5,6.0,T,S173,EOD,closed
42,c042_s173_w3_1045_1120_r3,ask-0.01,bid-0.01,50.0,-50.0,2,1,100.0,4.76,4.76,4.76,4.76,2.0,T,S173,EOD,closed
43,c043_s173_w4_1120_1135_r3,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,T,S173,,entered_no_exit
44,c044_s174_w1_0928_1005_r3,ask-0.01,bid-0.01,50.0,-50.0,4,0,,,,,,0,INTC,S174,,entered_no_exit
