strategy_id,quality,n,win_pct,med_pct,avg_pct,pnl_usd,verdict
S401,CLEAN,53,50.9,23.7,36.8,441.0,KEEP
S174,CLEAN,54,68.5,30.1,5.5,324.81,KEEP
S164,CLEAN,20,50.0,38.0,99.3,457.0,KEEP
S356,CLEAN,15,60.0,42.0,13.2,54.0,KEEP
S411,CLEAN,26,57.7,43.0,15.8,220.0,KEEP
S359,CLEAN,19,52.6,43.3,122.4,96.0,KEEP
S210,CLEAN,35,54.3,48.3,14.9,114.0,KEEP
S218,CLEAN,46,52.2,48.9,33.7,597.0,KEEP
S398,CLEAN,33,54.5,49.0,57.8,594.0,KEEP
S364,CLEAN,29,55.2,50.0,17.9,42.0,KEEP
S403,CLEAN,43,60.5,50.0,21.0,547.0,KEEP
S365,CLEAN,18,61.1,51.0,15.9,79.0,KEEP
S173,CLEAN,105,61.9,51.6,43.1,2561.64,KEEP
S352,CLEAN,27,59.3,52.4,111.2,311.0,KEEP
S357,CLEAN,12,75.0,55.0,34.6,220.0,KEEP
S404,CLEAN,44,70.5,57.9,42.4,1260.0,KEEP
S406,CLEAN,49,65.3,63.2,120.6,914.0,KEEP
S163,CLEAN,20,70.0,66.0,44.4,389.0,KEEP
S412,CLEAN,36,61.1,66.1,59.7,307.0,KEEP
S397,CLEAN,26,84.6,74.1,73.5,1228.0,KEEP
S361,CLEAN,25,72.0,80.0,213.3,548.0,KEEP
S350,CLEAN,22,59.1,85.3,79.1,388.0,KEEP
S168,CLEAN,20,65.0,86.0,81.2,508.0,KEEP
S362,CLEAN,25,80.0,102.9,250.7,981.0,KEEP
S167,CLEAN,14,71.4,134.1,160.8,503.0,KEEP
S353,CLEAN,18,66.7,147.6,186.3,359.0,KEEP
S212,CLEAN,18,5.6,-64.7,-63.5,-584.0,KILL
S360,CLEAN,17,11.8,-60.8,-49.2,-371.0,KILL
S202,CLEAN,10,0.0,-60.5,-58.8,-191.0,KILL
S405,CLEAN,24,33.3,-57.4,-4.1,-38.0,KILL
S407,CLEAN,10,40.0,-57.0,-5.4,-50.0,KILL
S203,CLEAN,12,0.0,-56.9,-57.9,-261.0,KILL
S207,CLEAN,13,15.4,-54.3,-40.5,-341.0,KILL
S363,CLEAN,18,38.9,-52.4,-13.4,-234.0,KILL
S211,CLEAN,24,25.0,-51.0,27.1,-172.0,KILL
S354,CLEAN,30,46.7,-50.4,10.3,138.0,KILL
S216,CLEAN,25,32.0,-50.0,-19.2,-131.0,KILL
S217,CLEAN,39,38.5,-49.2,34.6,216.0,KILL
S351,CLEAN,28,35.7,-48.7,52.8,301.0,KILL
ORPHAN,CLEAN,154,23.4,-46.7,4.7,3782.63,KILL
S408,CLEAN,27,37.0,-40.0,18.8,69.0,KILL
S355,CLEAN,41,48.8,-37.1,30.0,412.0,KILL
S399,CLEAN,32,43.8,-35.8,96.1,113.0,KILL
S209,CLEAN,3,0.0,-70.9,-77.4,-94.0,WATCH
S367,CLEAN,3,0.0,-48.9,-41.8,-77.0,WATCH
S400,CLEAN,4,25.0,-36.1,-17.5,15.0,WATCH
S165,CLEAN,70,44.3,-7.7,46.7,1001.22,WATCH
S366,CLEAN,16,50.0,-0.0,9.7,35.0,WATCH
S358,CLEAN,4,50.0,0.8,1.3,-21.0,WATCH
UNKNOWN,CLEAN,4,100.0,55.7,61.5,747.86,WATCH
S410,CLEAN,9,66.7,65.3,30.3,181.0,WATCH
S166,CLEAN,6,100.0,75.2,113.5,321.0,WATCH
S409,CLEAN,2,100.0,81.9,81.9,118.0,WATCH
S396,CLEAN,6,100.0,90.3,92.1,364.0,WATCH
