strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,building sample (8-19 exits),99,14,10,4,93.52,109.46,-72.32,-37.05,253.46,462.0,3,58,4,0,5,42.9
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),28,6,5,1,63.82,89.03,-3.8,77.19,106.25,241.0,3,42,2,0,1,100.0
S166,GapDown strong call,3d ATM strong,watch,building sample (8-19 exits),49,8,8,0,113.61,75.23,63.34,67.08,194.5,436.0,2,58,0,0,3,62.5
S163,A1 GapDown ATM call EOD,7d ATM,watch,building sample (8-19 exits),113,17,13,4,60.08,72.97,-62.86,58.73,156.87,461.0,5,58,4,2,4,41.2
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),171,86,60,26,186.03,68.69,-57.31,-28.31,940.04,3509.0,17,48,17,8,15,17.4
S410,RubberBand_OTM1,3d,watch,building sample (8-19 exits),28,9,6,3,31.77,65.28,-70.41,-48.44,101.53,181.0,5,42,2,0,2,88.9
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),143,37,27,10,38.79,61.9,-68.28,-53.97,115.78,952.0,11,48,14,4,14,21.6
S357,GapDown_21DTE,21d,watch,fat left tail (p10 < -45%),51,25,20,5,39.32,57.14,-74.18,47.06,78.22,532.0,10,48,0,0,5,32.0
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),123,47,34,13,142.64,55.56,-59.14,-30.43,662.86,1382.0,9,48,8,2,7,27.7
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),155,64,41,23,25.92,51.58,-87.43,-41.42,110.05,1120.0,13,48,15,12,18,15.6
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),126,54,37,17,55.39,50.93,-54.96,-47.87,185.67,1050.0,12,48,14,0,16,22.2
S365,RubberBand_14DTE,14d,watch,fat left tail (p10 < -45%),54,24,13,11,16.73,43.23,-63.55,-51.0,71.86,78.0,8,48,4,1,6,37.5
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),185,87,47,40,43.59,36.36,-68.57,-48.83,151.38,1161.0,19,52,14,7,16,34.5
S356,GapDown_14DTE,14d,watch,fat left tail (p10 < -45%),61,27,14,13,11.32,36.0,-51.16,-35.65,66.6,123.0,8,48,2,0,5,37.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,building sample (8-19 exits),118,8,4,4,127.45,25.32,-71.88,-59.49,516.85,206.0,3,58,8,0,4,25.0
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),238,111,60,51,75.09,15.79,-74.0,-48.08,273.08,1460.0,17,48,22,10,17,28.8
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),97,43,22,21,54.57,11.76,-65.89,-52.76,246.29,658.0,10,48,4,0,9,30.2
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),134,46,24,22,-5.14,5.2,-57.12,-51.6,60.56,-160.0,12,45,13,3,13,19.6
S358,GapDown_30DTE,30d,watch,insufficient sample (<8 exits),14,4,2,2,1.35,0.84,-51.39,-51.39,54.49,-21.0,3,44,0,0,2,50.0
S169,BB Squeeze Breakout call 3 DTE,3d ATM BB squeeze,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S170,Golden Pocket call 3 DTE,3d ATM golden pocket,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S171,VWAP Reclaim call 3 DTE,3d ATM VWAP reclaim,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S172,Trend Resumption call 3 DTE,3d ATM trend resume,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
