bucket_id,profile,buy_rule,sell_rule,take_profit_pct,stop_loss_pct,entries,exits,win_rate_pct,avg_return_pct,med_return_pct,best_return_pct,worst_return_pct,realized_usd,symbols,strategies,exit_reasons,status
0,c000_s173_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,3,1,0.0,-41.1,-41.1,-41.1,-41.1,-30.0,SMCI,S173,EOD,closed
1,c001_s173_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,SMCI,S173,,entered_no_exit
2,c002_s173_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,AMD,S173,,entered_no_exit
3,c003_s173_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,AMD,S173,,entered_no_exit
4,c004_s174_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
5,c005_s174_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
6,c006_s174_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,AVGO,S174,,entered_no_exit
7,c007_s174_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,2,50.0,-16.55,-16.55,50.0,-83.1,-55.0,"INTC,PSKY",S174,take_profit (+50.0%); reconcile_fill,closed
8,c008_s165_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,3,2,0.0,-52.81,-52.81,-52.11,-53.52,-75.0,INTC,S165,stop_loss (-52.1%); stop_loss (-54.9%),closed
9,c009_s165_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,INTC,S165,,entered_no_exit
10,c010_s165_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
11,c011_s165_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
12,c012_s166_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
13,c013_s166_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
14,c014_s166_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
15,c015_s166_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
16,c016_s163_w1_0928_1005_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
17,c017_s163_w2_1005_1045_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
18,c018_s163_w3_1045_1120_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
19,c019_s163_w4_1120_1135_r1,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
20,c020_s173_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,2,1,100.0,54.29,54.29,54.29,54.29,19.0,"SMCI,T",S173,take_profit (+50.0%),closed
21,c021_s173_w2_1005_1045_r2,ask-0.01,bid-0.01,50.0,-50.0,2,0,,,,,,0,SMCI,S173,,entered_no_exit
22,c022_s173_w3_1045_1120_r2,ask-0.01,bid-0.01,50.0,-50.0,2,1,0.0,-59.26,-59.26,-59.26,-59.26,-32.0,AMD,S173,stop_loss (-65.0%),closed
23,c023_s173_w4_1120_1135_r2,ask-0.01,bid-0.01,50.0,-50.0,1,0,,,,,,0,AMD,S173,,entered_no_exit
24,c024_s174_w1_0928_1005_r2,ask-0.01,bid-0.01,50.0,-50.0,0,0,,,,,,0,,,,idle
