strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,building sample (8-19 exits),91,12,10,2,121.61,117.57,-54.46,52.5,254.86,510.0,2,50,4,4,4,50.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,insufficient sample (<8 exits),104,6,4,2,193.9,116.0,-55.36,-15.02,521.06,252.0,2,50,4,2,3,33.3
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),24,4,3,1,45.32,83.82,-35.16,35.39,95.0,120.0,2,34,0,0,1,100.0
S163,A1 GapDown ATM call EOD,7d ATM,watch,building sample (8-19 exits),103,13,13,0,98.25,81.08,65.33,70.49,185.62,562.0,3,50,2,4,3,38.5
S166,GapDown strong call,3d ATM strong,watch,building sample (8-19 exits),49,8,8,0,113.61,75.23,63.34,67.08,194.5,436.0,2,50,0,2,3,62.5
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),145,74,53,21,210.17,72.81,-61.97,-4.79,965.79,3431.0,12,40,1,5,11,20.3
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),121,29,22,7,40.26,57.53,-70.11,19.15,115.58,757.0,7,40,6,2,10,24.1
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),111,45,34,11,151.2,57.14,-59.43,8.7,694.28,1392.0,8,40,6,2,6,28.9
S357,GapDown_21DTE,21d,watch,fat left tail (p10 < -45%),50,24,19,5,37.99,55.04,-76.29,47.06,78.98,490.0,9,40,0,1,5,33.3
S410,RubberBand_OTM1,3d,watch,insufficient sample (<8 exits),24,7,4,3,14.42,51.39,-72.33,-58.46,87.26,70.0,4,34,0,1,2,85.7
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),102,46,31,15,57.25,50.88,-61.05,-48.23,222.5,925.0,10,40,6,2,12,19.6
S361,RubberBand_2DTE,2d,watch,fat left tail (p10 < -45%),115,42,24,18,113.53,50.36,-68.33,-47.61,246.0,230.0,8,40,6,1,8,26.2
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),130,46,29,17,24.53,48.14,-91.67,-41.73,116.88,771.0,9,40,7,4,14,19.6
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),155,74,42,32,52.47,41.03,-70.0,-47.61,161.14,1214.0,14,44,7,5,13,33.8
S364,RubberBand_7DTE,7d,watch,fat left tail (p10 < -45%),98,50,26,24,20.88,23.9,-85.97,-57.98,188.89,92.0,11,40,0,0,5,38.0
S412,RubberBand_OTM3,3d,watch,fat left tail (p10 < -45%),117,40,20,20,24.43,15.91,-51.79,-23.26,112.83,149.0,10,40,6,4,10,20.0
S353,GapDown_3DTE,3d,watch,fat left tail (p10 < -45%),98,30,15,15,79.01,15.51,-85.57,-72.91,219.48,125.0,8,40,4,3,7,30.0
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),89,41,22,19,60.85,15.0,-62.75,-50.0,260.0,713.0,8,40,4,2,8,31.7
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),204,96,50,46,59.95,8.97,-83.94,-48.74,273.08,1209.0,12,40,8,0,14,33.3
S398,GapDown_ATM,3d,watch,fat left tail (p10 < -45%),127,48,25,23,32.85,3.33,-68.29,-54.65,156.23,732.0,8,40,4,2,10,31.2
S411,RubberBand_OTM2,3d,watch,fat left tail (p10 < -45%),113,37,19,18,-9.56,2.7,-56.72,-51.67,53.41,-236.0,8,37,8,4,10,24.3
S358,GapDown_30DTE,30d,watch,insufficient sample (<8 exits),14,4,2,2,1.35,0.84,-51.39,-51.39,54.49,-21.0,3,36,0,0,2,50.0
S365,RubberBand_14DTE,14d,watch,early sample with non-positive median,50,19,9,10,9.85,0.0,-67.38,-51.2,64.37,-6.0,6,40,0,3,5,31.6
S169,BB Squeeze Breakout call 3 DTE,3d ATM BB squeeze,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S170,Golden Pocket call 3 DTE,3d ATM golden pocket,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S171,VWAP Reclaim call 3 DTE,3d ATM VWAP reclaim,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S172,Trend Resumption call 3 DTE,3d ATM trend resume,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S175,Earnings Drift call 3 DTE,3d ATM earnings drift,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S200,GapDown_Aggressive,3d ATM gap-aggr,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S201,GapDown_Mild,3d ATM gap-mild,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
