strategy_id,strategy_name,dte_profile,recommendation,rationale,entries,exits,wins,losses,avg_return_pct,med_return_pct,p10_return_pct,p25_return_pct,p90_return_pct,realized_usd,active_days,days_since_first_entry,entries_last_5d,exits_last_5d,unique_symbols,top_symbol_share_pct
S168,GapDown ATM 5-DTE — P2B arm,5d ATM,watch,insufficient sample (<8 exits),78,1,1,0,118.92,118.92,118.92,118.92,118.92,44.0,1,44,10,1,1,100.0
S396,GapDown_ITM2,3d,watch,insufficient sample (<8 exits),22,4,3,1,45.32,83.82,-35.16,35.39,95.0,120.0,2,28,4,3,1,100.0
S163,A1 GapDown ATM call EOD,7d ATM,watch,insufficient sample (<8 exits),93,2,2,0,81.08,81.08,81.08,81.08,81.08,60.0,1,44,10,2,1,100.0
S406,RubberBand_ITM3,3d,watch,fat left tail (p10 < -45%),137,65,44,21,188.01,68.63,-63.41,-50.0,965.79,3174.0,11,34,10,5,11,23.1
S397,GapDown_ITM1,3d,watch,fat left tail (p10 < -45%),107,24,19,5,44.11,54.46,-81.28,33.74,116.09,663.0,5,34,8,2,9,29.2
S357,GapDown_21DTE,21d,watch,fat left tail (p10 < -45%),46,20,16,4,34.92,52.94,-63.65,47.06,73.68,377.0,8,34,6,2,4,40.0
S404,GapDown_OTM2,3d,watch,fat left tail (p10 < -45%),113,35,24,11,29.43,50.0,-91.67,-29.1,119.13,676.0,5,34,9,3,9,25.7
S403,Any_MA50_Touch,3d,watch,fat left tail (p10 < -45%),88,36,21,15,54.18,49.56,-71.78,-51.32,287.16,556.0,7,34,8,4,9,25.0
S362,RubberBand_3DTE,3d,watch,fat left tail (p10 < -45%),105,39,28,11,86.72,38.24,-62.33,-30.43,116.0,1128.0,6,34,10,4,6,33.3
S218,BB_Lower_Touch,3d ATM BB lower touch,watch,fat left tail (p10 < -45%),147,67,38,29,55.78,36.36,-71.43,-50.53,165.33,1095.0,12,38,14,7,11,37.3
S353,GapDown_3DTE,3d,watch,fat left tail (p10 < -45%),92,24,12,12,25.6,15.51,-83.11,-73.63,131.11,38.0,6,34,10,4,6,37.5
S350,GapDown_0DTE,0d,watch,fat left tail (p10 < -45%),79,35,18,17,38.0,11.76,-65.1,-54.17,179.86,446.0,6,34,4,0,5,37.1
S410,RubberBand_OTM1,3d,watch,insufficient sample (<8 exits),22,6,3,3,8.26,8.42,-73.28,-63.48,89.63,33.0,3,28,2,2,2,83.3
S401,Any_Gap_Down_Small,3d,watch,fat left tail (p10 < -45%),188,93,47,46,57.34,6.94,-89.9,-49.02,263.92,1056.0,11,34,8,1,12,34.4
S398,GapDown_ATM,3d,watch,fat left tail (p10 < -45%),117,44,23,21,34.2,3.33,-68.29,-56.25,157.11,702.0,7,34,6,2,8,34.1
S364,RubberBand_7DTE,7d,watch,fat left tail (p10 < -45%),96,48,24,24,11.16,2.7,-87.34,-59.66,81.63,-91.0,11,34,8,6,5,35.4
S361,RubberBand_2DTE,2d,watch,fat left tail (p10 < -45%),109,37,19,18,24.37,1.85,-69.78,-53.62,108.76,-54.0,7,34,8,3,8,29.7
S358,GapDown_30DTE,30d,watch,insufficient sample (<8 exits),14,4,2,2,1.35,0.84,-51.39,-51.39,54.49,-21.0,3,30,0,0,2,50.0
S166,GapDown strong call,3d ATM strong,watch,insufficient sample (<8 exits),40,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,4,0,0,0.0
S167,GapDown long call 3 DTE 1-OTM — P2C,3d 1-OTM,watch,insufficient sample (<8 exits),94,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,6,0,0,0.0
S169,BB Squeeze Breakout call 3 DTE,3d ATM BB squeeze,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S170,Golden Pocket call 3 DTE,3d ATM golden pocket,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S171,VWAP Reclaim call 3 DTE,3d ATM VWAP reclaim,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S172,Trend Resumption call 3 DTE,3d ATM trend resume,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S175,Earnings Drift call 3 DTE,3d ATM earnings drift,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S200,GapDown_Aggressive,3d ATM gap-aggr,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S201,GapDown_Mild,3d ATM gap-mild,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S204,GapUp_Continuation,3d ATM gap-up cont,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S205,GapDown_HighVol,3d ATM gap-highvol,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S206,GapDown_WithTrend,3d ATM gap-trend,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S208,GapDown_AboveMA200,3d ATM gap-ma200,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S213,MA_Bounce_200,3d ATM MA bounce 200,watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
S214,MA_Death_Cross,3d ATM death cross (put),watch,insufficient sample (<8 exits),0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0,0,0,0.0
